review_uid,destination,language_review,aspecto,polaridad_objetivo,stars,calidad_senal,text_clean,input_modelo,label
gm_03dfbe8d5bc77f96,Santuario Histórico de Machu Picchu,en,limpieza,neutro,5,media,Amazing place. You can choose if you want to walk (4km) from Aguas Calientes or take a bus (12usd one way). We have really nice sunny wheater. The guide was with us around 2 hours. The views are so beautiful. We enjoy it so much. The toilet is 2 pen. You can find front of the entrance some snack bars.,aspecto: limpieza reseña: Amazing place. You can choose if you want to walk (4km) from Aguas Calientes or take a bus (12usd one way). We have really nice sunny wheater. The guide was with us around 2 hours. The views are so beautiful. We enjoy it so much. The toilet is 2 pen. You can find front of the entrance some snack bars.,
gm_1e65f9d2c05a81a4,Valle del Colca,es,limpieza,neutro,4,media,"Acceder al cañón es fácil, lo hice por medio de un tour, me gustó mucho el paisaje. Tuve la oportunidad de ver solo un cóndor, la energía que se siente en el lugar es impresionante. Hay una gran cantidad de turistas, lo recomendable es salir temprano. En el mirador tienes la oportunidad de comprar recuerdos y hay baños portátiles cerca.","aspecto: limpieza reseña: Acceder al cañón es fácil, lo hice por medio de un tour, me gustó mucho el paisaje. Tuve la oportunidad de ver solo un cóndor, la energía que se siente en el lugar es impresionante. Hay una gran cantidad de turistas, lo recomendable es salir temprano. En el mirador tienes la oportunidad de comprar recuerdos y hay baños portátiles cerca.",
gm_ebf61e5d0c7ef23e,Centro Histórico de Lima,es,limpieza,neutro,5,media,"Son varias las características que hacen de este un lugar sin igual: su estilo colonial intacto, su tamaño, su amplitud, el contraste del color en sus fachadas con el cemento/concreto a la vista, el que sea completamente peatonal, su limpieza y la seguridad. Es imperdible y una muestra de la belleza que no esconde el pueblo peruano.","aspecto: limpieza reseña: Son varias las características que hacen de este un lugar sin igual: su estilo colonial intacto, su tamaño, su amplitud, el contraste del color en sus fachadas con el cemento/concreto a la vista, el que sea completamente peatonal, su limpieza y la seguridad. Es imperdible y una muestra de la belleza que no esconde el pueblo peruano.",
gm_c586c6dfac9a77e8,Circuito Mágico del Agua,es,limpieza,neutro,3,alta,"Chevere, es seguro, esta organizado, le doy un 5 de 10 😊...para mi ,hubiese estado genial un toldo para cubrirnos del sereno y al menos 3 baños portatiles cerca del largo recorrido..también faltaron los souvenirs","aspecto: limpieza reseña: Chevere, es seguro, esta organizado, le doy un 5 de 10 😊...para mi ,hubiese estado genial un toldo para cubrirnos del sereno y al menos 3 baños portatiles cerca del largo recorrido..también faltaron los souvenirs",
gm_c73ef28cfb9ba521,Ciudadela de Kuélap,es,limpieza,neutro,5,media,"Interesante yacimiento arqueológico cerca de Chachapoyas. Kuelap fue una fortaleza del pueblo Chachas entre los años 900-1470 dC aprox. Lamentablemente, solo está excavado un 15% del yacimiento por lo que todavía no se tienen muchos datos. Es difícil visitarlo por libre, la mejor opción es contratar un tour que incluya guía y te traslade hasta el punto en el que se toma el teleférico. Este tarda unos 20 minutos hasta llegar al yacimiento, atravesando espectaculares barrancos. Al llegar, hay servicios, un pequeño restaurante (con vistas increíbles!!), y algunos puestos de recuerdos (nada que no se pueda encontrar después en la ciudad de Chachapoyas). Una pequeña sala de exposiciones aporta algunos datos sobre Kuelap y su civilización. La subida a la ciudadela desde este punto es de unos 15 minutos, aunque se puede subir en caballo por 15 soles por persona. En la ciudadela no hay baños, pero si pequeños puestos donde venden anticuchos y maíces.","aspecto: limpieza reseña: Interesante yacimiento arqueológico cerca de Chachapoyas. Kuelap fue una fortaleza del pueblo Chachas entre los años 900-1470 dC aprox. Lamentablemente, solo está excavado un 15% del yacimiento por lo que todavía no se tienen muchos datos. Es difícil visitarlo por libre, la mejor opción es contratar un tour que incluya guía y te traslade hasta el punto en el que se toma el teleférico. Este tarda unos 20 minutos hasta llegar al yacimiento, atravesando espectaculares barrancos. Al llegar, hay servicios, un pequeño restaurante (con vistas increíbles!!), y algunos puestos de recuerdos (nada que no se pueda encontrar después en la ciudad de Chachapoyas). Una pequeña sala de exposiciones aporta algunos datos sobre Kuelap y su civilización. La subida a la ciudadela desde este punto es de unos 15 minutos, aunque se puede subir en caballo por 15 soles por persona. En la ciudadela no hay baños, pero si pequeños puestos donde venden anticuchos y maíces.",
gm_957af8dae1d494e9,Monasterio de Santa Catalina,es,limpieza,neutro,5,media,"Lugar muy interesante, ciudadela dentro del monasterio, entrada de 45 soles si eres extranjero. Super recomendable, hay baños. Recorrido de unas dos horas en Arequipa.","aspecto: limpieza reseña: Lugar muy interesante, ciudadela dentro del monasterio, entrada de 45 soles si eres extranjero. Super recomendable, hay baños. Recorrido de unas dos horas en Arequipa.",
gm_6be62b961624ab77,Museo Tumbas Reales del Señor de Sipán,es,limpieza,neutro,4,media,"Museo muy bueno y explicativo! Lo único malo es que no cuentan con baño dentro del museo, hay que salir para este servicio.","aspecto: limpieza reseña: Museo muy bueno y explicativo! Lo único malo es que no cuentan con baño dentro del museo, hay que salir para este servicio.",
gm_0ac92da60507be87,Museo de Sitio Huaca Pucllana,es,limpieza,neutro,4,media,"El museo del sitio Huaca Pucllana se encuentra dentro del distrito de Miraflores en medio de la ciudad de Lima. Es un lugar muy interesante para conocer las diversas culturas qué habitaron la costa antes de los Incas. Cuenta con una gran pirámide trunca hecha de adobes y otras edificaciones alrededor qué vienen siendo desenterradas poco a poco. Actualmente podemos observar un 50% de todo lo enterado. El trato del personal es bastante cordial, está muy bien manejado por la municipalidad distrital, cuenta con baños, áreas bien señalizadas, un pequeño museo de sitio y una área de venta de artesanías y souvenirs. El recorrido en general es muy bueno, te permite acceder hasta la parte superior de la pirámide y demás edificaciones, pudiendo apreciar desde allí parte de miraflores, la zona de sacrificios a sus dioses. También se observa algunas maquetas de sus rituales, así como todo el proceso constructivo de elaboración de los sobres, te permiten tomarte fotos en los mejores sitios. Lo único que mejoraria, seria el servicio de guiado que juzga su modo de vida, visión religiosa y sacrificio de personas... Haciéndolos ver cómo seres desalmados cuando para ellos era un honor formar parte del sacrificio.","aspecto: limpieza reseña: El museo del sitio Huaca Pucllana se encuentra dentro del distrito de Miraflores en medio de la ciudad de Lima. Es un lugar muy interesante para conocer las diversas culturas qué habitaron la costa antes de los Incas. Cuenta con una gran pirámide trunca hecha de adobes y otras edificaciones alrededor qué vienen siendo desenterradas poco a poco. Actualmente podemos observar un 50% de todo lo enterado. El trato del personal es bastante cordial, está muy bien manejado por la municipalidad distrital, cuenta con baños, áreas bien señalizadas, un pequeño museo de sitio y una área de venta de artesanías y souvenirs. El recorrido en general es muy bueno, te permite acceder hasta la parte superior de la pirámide y demás edificaciones, pudiendo apreciar desde allí parte de miraflores, la zona de sacrificios a sus dioses. También se observa algunas maquetas de sus rituales, así como todo el proceso constructivo de elaboración de los sobres, te permiten tomarte fotos en los mejores sitios. Lo único que mejoraria, seria el servicio de guiado que juzga su modo de vida, visión religiosa y sacrificio de personas... Haciéndolos ver cómo seres desalmados cuando para ellos era un honor formar parte del sacrificio.",
gm_0c0368ac5d31f9c9,Reserva Nacional de Paracas,es,limpieza,neutro,4,media,"Pequeña y hermosa playa en Paracas, la tranquilidad de sus aguas, limpieza, seguridad y belleza de su entorno natural la hacen muy particular.","aspecto: limpieza reseña: Pequeña y hermosa playa en Paracas, la tranquilidad de sus aguas, limpieza, seguridad y belleza de su entorno natural la hacen muy particular.",
gm_165584874ee46644,Santuario Histórico de Machu Picchu,en,limpieza,neutro,5,media,"Preface: To get here requires some planning, so be vigilant and don’t get disheartened by how long it may take. As an archaeological wonder of the ancient world, the Peruvian government is doing what it can to preserve the site; can you touch the “Mona Lisa” or wander aimlessly through the Vatican Library? No…. Don’t expect that here. If it smells of urine, don’t stand so close to the bathroom. I hiked from Machu Picchu Pueblo, it took about 2 hours to ascend. I didn’t hire a guide before hand, but there are local guides for hire at the entry point of the ruins at the top of the mountain. I paid $70USD for a 4 hour guided tour, and it was worth every cent, as our guide went through the history of Machu Picchu and explained all of the different buildings and what they were used for. Without Ciro, it would’ve just been a quick walkthrough with a pictures. I appreciate the history lesson. There are multiple circuits through the site with little deviating allowed, but with the guide, I feel like we got the most out of our experience. It started off cloudy, but cleared as the morning progressed. I was able to take some amazing pictures. I recommend going in the morning when it’s still cool for hiking, however, there is a 30 minute bus ride you can take if you don’t want to hike the 2,000ft elevation gain.","aspecto: limpieza reseña: Preface: To get here requires some planning, so be vigilant and don’t get disheartened by how long it may take. As an archaeological wonder of the ancient world, the Peruvian government is doing what it can to preserve the site; can you touch the “Mona Lisa” or wander aimlessly through the Vatican Library? No…. Don’t expect that here. If it smells of urine, don’t stand so close to the bathroom. I hiked from Machu Picchu Pueblo, it took about 2 hours to ascend. I didn’t hire a guide before hand, but there are local guides for hire at the entry point of the ruins at the top of the mountain. I paid $70USD for a 4 hour guided tour, and it was worth every cent, as our guide went through the history of Machu Picchu and explained all of the different buildings and what they were used for. Without Ciro, it would’ve just been a quick walkthrough with a pictures. I appreciate the history lesson. There are multiple circuits through the site with little deviating allowed, but with the guide, I feel like we got the most out of our experience. It started off cloudy, but cleared as the morning progressed. I was able to take some amazing pictures. I recommend going in the morning when it’s still cool for hiking, however, there is a 30 minute bus ride you can take if you don’t want to hike the 2,000ft elevation gain.",
